name,url_name,Birth Date,Death Date,Birth place,Death place,Nationality,Art Movement,Genre,Field,Influenced by,Influenced on,Wikipedia,Painting School,Official site,Friends and Co-workers,Family and Relatives,Pupils,Teachers,Art institution
Joseph Anton Koch,joseph-anton-koch,"July 27, 1768","January 12, 1839","Elbigenalp, Austria","Rome, Italy",Austrian,Neoclassicism|Romanticism,,painting,Nicolas Poussin|Claude Lorrain,Heinrich Reinhold,https://en.wikipedia.org/wiki/Joseph_Anton_Koch,,,,,,,
Pierre-Narcisse Guerin,pierre-narcisse-guerin,"May 13, 1774","July 6, 1833","Paris, France","Rome, Italy",French,Neoclassicism,history painting,painting,,,https://en.wikipedia.org/wiki/Pierre-Narcisse_Gu%C3%A9rin,,,,,Théodore Géricault|Eugene Delacroix|Léon Cogniet,,
Domingos Sequeira,domingos-sequeira,"March 10, 1768",1837,"Lisbon, Portugal","Rome, Italy",Portuguese,Neoclassicism|Romanticism,,painting,,,https://en.wikipedia.org/wiki/Domingos_Sequeira,,,,,,,
Fyodor Alekseyev,fyodor-alekseyev,c.1753,"October 23, 1824",,,Russian,Neoclassicism,cityscape|veduta,painting,,,https://en.wikipedia.org/wiki/Fyodor_Alekseyev,,,,,Sylvester Shchedrin,,
Vincenzo Camuccini,vincenzo-camuccini,"February 22, 1771","September 2, 1844","Rome, Italy",,Italian,Neoclassicism|Academic Art,,painting,Anton Raphael Mengs|Jacques-Louis David,,https://en.wikipedia.org/wiki/Vincenzo_Camuccini,,,,,,,
Antoine-Jean Gros,antoine-jean-gros,"March 16, 1771","June 25, 1835","Paris, France","Meudon, Île-de-France, France",French,Neoclassicism|Orientalism,history painting,painting,,Eugene Delacroix,https://en.wikipedia.org/wiki/Antoine-Jean_Gros,,,,,Félix Louis Leullier|Charles-Philippe Lariviere,Jacques-Louis David,"École des Beaux-Arts, Paris, France"
Jean Auguste Dominique Ingres,jean-auguste-dominique-ingres,"August 29, 1780","January 14, 1867","Montauban, Tarn-et-Garonne, France","Paris, France",French,Neoclassicism|Orientalism,portrait,painting|drawing,Nicolas Poussin,Tamara de Lempicka|Mark Ryden|Paul Gauguin|Edgar Degas|Pierre-Auguste Renoir|Lionel Noel Royer,https://en.wikipedia.org/wiki/Jean_Auguste_Dominique_Ingres,,,,,,Jacques-Louis David,"Académie des Beaux-Arts, Paris, France|École des Beaux-Arts, Paris, France"
Barbara Krafft,barbara-krafft,"April 1, 1764","September 28, 1825","Jihlava, Czech Republic",Germany,Austrian,Neoclassicism,portrait,painting,,,https://en.wikipedia.org/wiki/Barbara_Krafft,,,,,,,
Rembrandt Peale,rembrandt-peale,"February 20, 1778","October 3, 1860","Bucks / Bucks, United States","Philadelphia, United States",American,Neoclassicism,portrait,painting,Jacques-Louis David,,https://en.wikipedia.org/wiki/Rembrandt_Peale,,,,Charles Willson Peale,,,
Marie-Denise Villers,marie-denise-villers,1774,"August 19, 1821","Paris, France",,French,Neoclassicism,portrait,painting,,,https://en.wikipedia.org/wiki/Marie-Denise_Villers,,,,,,,
John Simpson,john-simpson,1782,1847,"London, United Kingdom",,British,Neoclassicism|Romanticism,portrait,,,,https://en.wikipedia.org/wiki/John_Simpson_(artist),,,,,,,
Christoffer Wilhelm Eckersberg,christoffer-wilhelm-eckersberg,"January 2, 1783","July 22, 1853","Blåkrog, Denmark","Copenhagen, Denmark",,Neoclassicism,,painting,,,https://en.wikipedia.org/wiki/Christoffer_Wilhelm_Eckersberg,,,,,,,
Abraham van Strij,abraham-van-strij,1753,1826,"Dordrecht, Netherlands","Dordrecht, Netherlands",Dutch,Neoclassicism,,painting,,,https://en.wikipedia.org/wiki/Abraham_van_Strij,,,,,,,
Jérôme-Martin Langlois,jerome-martin-langlois,"March 11, 1779","December 28, 1838","Paris, France",,French,Neoclassicism,,,,,https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me-Martin_Langlois,,,,,,Jacques-Louis David,"École des Beaux-Arts, Paris, France"
Karl Bryullov,karl-bryullov,"December 12, 1799","June 11, 1852",,,Russian,Neoclassicism|Romanticism,,painting,,,https://en.wikipedia.org/wiki/Karl_Bryullov,,,,,,,"Imperial Academy of Arts, Saint Petersburg, Russia"
John Lewis Krimmel,john-lewis-krimmel,"May 30, 1786","July 15, 1821","Württemberg, Germany","Germantown, Pennsylvania, United States",American|German,Neoclassicism|Romanticism,genre painting,painting,,,https://en.wikipedia.org/wiki/John_Lewis_Krimmel,,,,,,,
John Gibson,john-gibson,"June 19, 1790","January 27, 1866","Conwy, Wales, United Kingdom","Rome, Italy",British,Neoclassicism,sculpture,sculpture,,,https://en.wikipedia.org/wiki/John_Gibson_(sculptor),,,,Penry Williams,,,"Royal Academy of Arts (RA), London, UK"
Jacob van Strij,jacob-van-strij,1756,1815,"Dordrecht, Netherlands","Dordrecht, Netherlands",Dutch,Neoclassicism,,painting,,,https://en.wikipedia.org/wiki/Jacob_van_Strij,,,,,,,
Pieter van Hanselaere,pieter-van-hanselaere,1786,1862,Belgium,,Belgian,Neoclassicism,,painting,,,https://en.wikipedia.org/wiki/Pieter_van_Hanselaere,,,,,,Jacques-Louis David,"Académie Royale de Peinture et de Sculpture, Paris, France"
George Dawe,george-dawe,"February 6, 1781","October 15, 1829","Westminster / London, United Kingdom",United Kingdom,British,Neoclassicism,portrait,,,,https://en.wikipedia.org/wiki/George_Dawe,,,,,,,
Simplício Rodrigues de Sá,simplicio-rodrigues-de-sa,c.1785,"May 9, 1839",Cape Verde,"Rio de Janeiro, Brazil",Brazilian,Neoclassicism,,painting,,,https://en.wikipedia.org/wiki/Simpl%C3%ADcio_Rodrigues_de_S%C3%A1,,,,,,,
Louis Léopold Robert,louis-leopold-robert,"May 13, 1794","March 20, 1835","La Chaux-de-Fonds, Switzerland","Venice, Italy",Swiss,Neoclassicism|Romanticism,,painting,,,https://en.wikipedia.org/wiki/Louis_L%C3%A9opold_Robert,,,,,,Eugène Girardet|Jacques-Louis David,
Ferdinand Georg Waldmüller,ferdinand-georg-waldmuller,"January 15, 1793","August 23, 1865","Vienna, Austria","Hinterbrühl, Austria",Austrian,Romanticism,,painting,,,https://en.wikipedia.org/wiki/Ferdinand_Georg_Waldm%C3%BCller,,,,,Anton Romako,,
Camille Corot,camille-corot,"July 17, 1796","February 22, 1875","Paris, France","Paris, France",French,Realism,landscape,painting,John Constable|J.M.W. Turner|Claude Lorrain|Nicolas Poussin|Eugene Delacroix|Charles-Francois Daubigny,Alfred Sisley|Pierre Emmanuel Damoye|Charles-Francois Daubigny|Pierre-Auguste Renoir,https://en.wikipedia.org/wiki/Jean-Baptiste-Camille_Corot,Barbizon school,,Berthe Morisot|Theodore Rousseau|Constant Troyon|Jean-Francois Millet|Charles-Francois Daubigny,,Camille Pissarro|Charles-Francois Daubigny,,
Ary Scheffer,ary-scheffer,"February 10, 1796","June 15, 1858","Dordrecht, Netherlands","Argenteuil, Val-d'Oise, France",Dutch|French,Romanticism,portrait,painting,Théodore Géricault,,https://en.wikipedia.org/wiki/Ary_Scheffer,,,,,,,
Theodore Chasseriau,theodore-chasseriau,"September 20, 1819","October 8, 1856","Samaná, Dominican Republic","Paris, France",French|Dominican,Romanticism|Orientalism,,painting,,,https://en.wikipedia.org/wiki/Th%C3%A9odore_Chass%C3%A9riau,,,,,,,
Charles Martin Powell,charles-martin-powell,1775,1824,,,British,Academic Art,marina,painting,,,,,,,,,,
Charles-Philippe Lariviere,charles-philippe-lariviere,"January 28, 1798","February 29, 1876","Paris, France","Paris, France",French,Academic Art,history painting|battle painting,painting|lithography,,,https://en.wikipedia.org/wiki/Charles-Philippe_Larivi%C3%A8re,,,,,,Anne-Louis Girodet|Antoine-Jean Gros,"École des Beaux-Arts, Paris, France"
Alexander Ivanov,alexander-ivanov,"July 28, 1806","July 15, 1858","Saint Petersburg, Russian Federation","Saint Petersburg, Russian Federation",Russian,Academic Art,,painting,,Ilya Repin,https://en.wikipedia.org/wiki/Alexander_Andreyevich_Ivanov,,,,,,,
Paul Delaroche,paul-delaroche,"July 17, 1797","November 4, 1856","Paris, France","Paris, France",French,Academic Art|Romanticism,history painting,painting,,,https://en.wikipedia.org/wiki/Hippolyte_Delaroche,,,Jean-Francois Millet,,Alexandre Antigna|Ernest Hébert|Jean-François Portaels|Henri-Pierre Picou|Adolphe Yvon,,"Académie des Beaux-Arts, Paris, France"
Charles Gleyre,charles-gleyre,"May 2, 1806","May 5, 1874",Switzerland,,Swiss|French,Academic Art|Romanticism,,painting,,Jean Lecomte du Nouÿ|Antonio Ciseri|Henri-Pierre Picou,https://en.wikipedia.org/wiki/Charles_Gleyre,,,Horace Vernet,,Claude Monet|Pierre-Auguste Renoir|Alfred Sisley|James McNeill Whistler|Jean-Leon Gerome|Auguste Toulmouche,Richard Parkes Bonington,"École des Beaux-Arts, Paris, France"
Antonio Cabral Bejarano,antonio-cabral-bejarano,"October 31, 1798","August 1, 1861","Seville, Spain","Seville, Spain",Spanish,Romanticism,,,,,https://en.wikipedia.org/wiki/Antonio_Cabral_Bejarano,,,,,,,
Jean Benner,jean-benner,"March 28, 1836","c.October 28, 1906","Mulhouse, France","Paris, France",French,Academic Art,portrait|genre painting,painting,,,https://en.wikipedia.org/wiki/Jean_Benner,,,,,,Leon Bonnat,
Thomas Couture,thomas-couture,"December 21, 1815","March 30, 1879","Senlis, Oise, France","Villiers-le-Bel, Val-d'Oise, France",French,Academic Art,,painting,,,https://en.wikipedia.org/wiki/Thomas_Couture,,,Edward Henry Potthast,,Ludwig Knaus|Achille Zo|George Folingsby,,
Jean-François Portaels,jean-francois-portaels,"April 3, 1818","February 8, 1895","Vilvoorde, Belgium","Schaerbeek, Belgium",Belgian,Orientalism|Academic Art,portrait|genre painting,painting|engraving,,,https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Portaels,,,,,Theo van Rysselberghe|Xavier Mellery|Jan Toorop,Paul Delaroche,"Académie Royale des Beaux-Arts (ARBA-ESA), Brussels, Belgium|École des Beaux-Arts, Paris, France"
Jules-Frédéric Ballavoine,jules-frederic-ballavoine,"August 29, 1842",,"Paris, France",France,French,Academic Art|Kitsch,nude painting (nu)|portrait,painting,,,https://fr.wikipedia.org/wiki/Jules-Fr%C3%A9d%C3%A9ric_Ballavoine,,,,,,,"École des Beaux-Arts, Paris, France"
Alexandre Cabanel,alexandre-cabanel,"September 28, 1823","January 23, 1889","Montpellier, France","Paris, France",French,Academic Art,,painting,,Paul-Albert Besnard,https://en.wikipedia.org/wiki/Alexandre_Cabanel,,,Francesc Masriera,,Aristide Maillol|Henri Gervex|Rodolfo Amoedo|Antonio de La Gándara|Benjamin Constant|Henri Regnault,,"Académie des Beaux-Arts, Paris, France"
William-Adolphe Bouguereau,william-adolphe-bouguereau,"November 30, 1825",19-Aug-05,"La Rochelle, France","La Rochelle, France",French,Academic Art|Neoclassicism|Realism,,painting,,,https://en.wikipedia.org/wiki/William-Adolphe_Bouguereau,,,,,Paul Émile Chabas|Alexandre-Jacques Chantron|Guillaume Seignac|Jean Leon Gerome Ferris|Lionel Noel Royer,,"Académie des Beaux-Arts, Paris, France|École des Beaux-Arts, Paris, France"
Victor Meirelles,victor-meirelles,"August 18, 1832",20-Feb-03,"Nossa Senhora do Desterro (Florianópolis), Brazil","Rio de Janeiro, Brazil",Brazilian,Academic Art|Romanticism,,painting,,,https://en.wikipedia.org/wiki/Victor_Meirelles,,,,,,,
Jean-Leon Gerome,jean-leon-gerome,"May 11, 1824",10-Jan-04,"Vesoul , France","Paris, France",French,Academic Art|Romanticism|Orientalism,,painting,John Frederick Lewis,Jean Lecomte du Nouÿ|Jean Leon Gerome Ferris,https://en.wikipedia.org/wiki/Jean-L%C3%A9on_G%C3%A9r%C3%B4me,,,Abbott Handerson Thayer|Benjamin Constant|Henri-Pierre Picou,,Fernand Leger|Eugeniusz Zak|Aristide Maillol|Eugène Burnand|Jean Lecomte du Nouÿ|Albert Edelfelt,Charles Gleyre,"Académie des Beaux-Arts, Paris, France"
Joseph Binder,joseph-binder,"February 5, 1805",1863,"Wien, Austria","Frankfurt am Main, Germany",Austrian,Academic Art,,painting,,,https://en.wikipedia.org/wiki/Joseph_Binder,,,,,,,
Henri-Pierre Picou,henri-pierre-picou,"February 27, 1824","July 17, 1895",France,,French,Academic Art,mythological painting|history painting,painting,Charles Gleyre,,https://en.wikipedia.org/wiki/Henri-Pierre_Picou,,,Gustave Boulanger|Jean-Leon Gerome,,,Paul Delaroche|Charles Gleyre,
Giuseppe Mazzolini,giuseppe-mazzolini,1806,1876,"Camerino, Italy","Rome, Italy",Italian,Academic Art,portrait|genre painting,painting,,,,,,,,,,
Ludwig Passini,ludwig-passini,"July 9, 1832",6-Nov-03,"Wien, Austria","Venice, Italy",Austrian,Academic Art|Realism,genre painting,painting|printmaking,,,https://en.wikipedia.org/wiki/Ludwig_Passini,,,Eugene de Blaas,Johann Nepomuk Passini,,,"Akademie der Bildenden Künste Wien, Vienna, Austria"
George Frederick Watts,george-frederick-watts,"February 23, 1817",1-Jul-04,"Marylebone, London, United Kingdom","Compton, Surrey, United Kingdom",British,Symbolism,,painting|sculpture,,,https://en.wikipedia.org/wiki/George_Frederic_Watts,,,,,,,
Adalbert Schaffer,adalbert-schaffer,1815,1871,,,German|Hungarian,Academic Art,still life,painting,,,,,,,,,,
Alexandre Antigna,alexandre-antigna,"March 7, 1817","February 26, 1878","Orléans, France","Paris, France",French,Realism|Naturalism,,painting,,,https://en.wikipedia.org/wiki/Alexandre_Antigna,,,,,,Paul Delaroche,"École des Beaux-Arts, Paris, France"
Konstantin Makovsky,konstantin-makovsky,"June 20, 1839",17-Sep-15,"Moscow , Russian Federation","Saint Petersburg, Russian Federation",Russian,Academic Art|Romanticism|Realism,history painting|portrait,painting,,,https://en.wikipedia.org/wiki/Konstantin_Makovsky,Peredvizhniki (Society for Traveling Art Exhibitions),,,,,,
Eugene de Blaas,eugene-de-blaas,"July 24, 1843",10-Feb-32,"Albano, Italy","Venice, Italy",Italian|Austrian,Academic Art,,painting,,,https://en.wikipedia.org/wiki/Eugene_de_Blaas,,,Ludwig Passini,,,,
Gustave Boulanger,gustave-boulanger,"April 25, 1824",1888,"Paris, France",,French,Academic Art,,painting,,,https://en.wikipedia.org/wiki/Gustave_Boulanger,,,Henri-Pierre Picou,,Thomas Dewing|Edward E. Simmons|Maurice Bompard|Georges Rochegrosse,,
Leon Bonnat,leon-bonnat,"June 20, 1833",8-Sep-22,"Bayonne, France","Monchy-Saint-Éloi, France",French,Academic Art|Realism,portrait,painting,,,https://en.wikipedia.org/wiki/L%C3%A9on_Bonnat,,,,,Edvard Munch|Pierre Emmanuel Damoye|Walter Gay|John Singer Sargent|Charles Sprague Pearce|Jean Béraud,,
Jose Ferraz de Almeida Junior,jose-ferraz-de-almeida-junior,"May 8, 1850","November 13, 1899","Itu, Brazil","Piracicaba, Brazil",Brazilian,Realism,genre painting|portrait,painting,,,https://en.wikipedia.org/wiki/Jos%C3%A9_Ferraz_de_Almeida_J%C3%BAnior,,,,,,,
Ernest Meissonier,ernest-meissonier,"February 21, 1815","January 31, 1891","Lyon, France","Paris, France",French,Academic Art|Realism,,painting|sculpture,,,https://en.wikipedia.org/wiki/Jean-Louis-Ernest_Meissonier,,,Jean Béraud,,,,
Ludwig Knaus,ludwig-knaus,"October 5, 1829",7-Dec-10,"Wiesbaden, Germany",,German,Academic Art,genre painting,painting,,,https://en.wikipedia.org/wiki/Ludwig_Knaus,Düsseldorf School of Painting,,,,,Thomas Couture,
Frederic Leighton,frederic-leighton,"December 3, 1830","January 25, 1896","Scarborough, United Kingdom","London, United Kingdom",British,Academic Art,,painting|sculpture,,Edward Poynter|John William Waterhouse,"https://en.wikipedia.org/wiki/Frederic_Leighton,_1st_Baron_Leighton",,,Herbert Gustave Schmalz (Herbert Carmichael)|Giovanni (Nino) Costa,,Solomon Joseph Solomon,,"Royal Academy of Arts (RA), London, UK"
Auguste Toulmouche,auguste-toulmouche,"September 21, 1829","October 16, 1890","Nantes, France","Paris, France",French,Academic Art,genre painting,painting,,,https://en.wikipedia.org/wiki/Auguste_Toulmouche,,,,,,Charles Gleyre,
Nikolai Ge,nikolai-ge,"February 27, 1831","June 13, 1894","Voronezh, Russian Federation","Hutor Ivanovsky (now Shevchenko), Ukraine",Russian|Ukrainian,Realism,history painting|religious painting,painting,,,https://en.wikipedia.org/wiki/Nikolai_Ge,,,Mykola Murashko,,,,
Nikolaos Gyzis,nikolaos-gyzis,"March 1, 1842",4-Jan-01,Greece,"Munich, Germany",Greek,Romanticism|Realism,,painting|sculpture|drawing,,,https://en.wikipedia.org/wiki/Nikolaos_Gyzis,Munich School (Σχολή του Μονάχου),,,,Léo Schnug|Heinrich Lefler,,"Akademie der Bildenden Künste München (Munich Academy), Munich, Germany|Athens School of Fine Arts (ASFA), Athens, Greece"
Johann Koler,johann-koler,"March 8, 1826","April 22, 1899","Ivaski, Estonia",,Estonian,Romanticism,,painting,,,https://en.wikipedia.org/wiki/Johann_K%C3%B6ler,,,,,,,
Ernest Hébert,ernest-hebert,"November 3, 1817",5-Nov-08,"Grenoble, France","La Tronche, France",French,Romanticism|Academic Art,,painting,,,https://en.wikipedia.org/wiki/Ernest_H%C3%A9bert,,,,,,Paul Delaroche,
Fyodor Bronnikov,fyodor-bronnikov,"September 17, 1827",1-Sep-02,"Shadrinsk, Russian Federation","Rome, Italy",Russian,Academic Art|Romanticism|Realism,,painting,,,https://en.wikipedia.org/wiki/Fyodor_Bronnikov,Peredvizhniki (Society for Traveling Art Exhibitions),,,,,,
Antonio Ciseri,antonio-ciseri,"October 25, 1821","March 8, 1891","Ronco / Ronco Sopra Ascona, Switzerland","Florence, Italy",Swiss|Italian,Romanticism|Academic Art,religious painting,painting,Charles Gleyre,,https://en.wikipedia.org/wiki/Antonio_Ciseri,,,,,Silvestro Lega|Pasquale Celommi,,
Léon Cogniet,leon-cogniet,"August 29, 1794","November 20, 1880","Paris, France","Paris, France",French,Romanticism,,painting,,,https://en.wikipedia.org/wiki/L%C3%A9on_Cogniet,,,,,Alfred Dehodencq,Pierre-Narcisse Guerin,"École des Beaux-Arts, Paris, France"
Károly Lotz,karoly-lotz,"December 16, 1833",13-Oct-04,"Bad Homburg, Germany","Budapest, Hungary",German|Hungarian,Academic Art|Romanticism,mural|portrait,painting|fresco,,,https://en.wikipedia.org/wiki/K%C3%A1roly_Lotz,,,,,,,
Albert Joseph Moore,albert-joseph-moore,"September 4, 1841","September 25, 1893","York, United Kingdom","London, United Kingdom",British,Academic Art,,painting,,,https://en.wikipedia.org/wiki/Albert_Joseph_Moore,,,,,,,
Marià Fortuny,maria-fortuny,"June 11, 1838","November 21, 1874","Reus, Spain","Rome, Italy",Spanish|Catalan,Romanticism|Orientalism,,painting,,,https://en.wikipedia.org/wiki/Mari%C3%A0_Fortuny,,,,,,,
Adolphe Yvon,adolphe-yvon,1817,1893,France,,French,Romanticism,history painting|battle painting,painting,,,https://en.wikipedia.org/wiki/Adolphe_Yvon,,,,,,Paul Delaroche,"École des Beaux-Arts, Paris, France"
Achille Zo,achille-zo,"July 30, 1826",2-Mar-01,,,French|Spanish,Academic Art,,painting,,,https://en.wikipedia.org/wiki/Achille_Zo,,,,,,Thomas Couture,
Theodor Aman,theodor-aman,"March 20, 1831","August 19, 1891","Câmpulung-Muscel, Romania","Bucharest, Romania",Romanian,Academic Art|Romanticism,history painting|portrait,painting|engraving|drawing,,,https://en.wikipedia.org/wiki/Theodor_Aman,,,,,,,
Léon Bazile Perrault,leon-bazile-perrault,1832,1908,"Poitiers, France","Royaucourt-et-chailvet / Royaucourt, France",French,Academic Art,portrait|genre painting,painting,,,https://en.wikipedia.org/wiki/L%C3%A9on_Bazille_Perrault,,www.leon-jean-basile-perrault.org,,,,William-Adolphe Bouguereau,
Edward Poynter,edward-poynter,"March 20, 1836",26-Jul-19,"Paris, France","London, United Kingdom",British,Academic Art,,painting,Frederic Leighton,,https://en.wikipedia.org/wiki/Edward_Poynter,,,James McNeill Whistler,Edward Burne-Jones,Henry Scott Tuke,Charles Gleyre,
Émile Bayard,emile-bayard,"November 2, 1837","December 6, 1891","Fercé-sur-sarthe, France","Cairo, Egypt",French,Academic Art,illustration,illustration,,,https://en.wikipedia.org/wiki/%C3%89mile_Bayard,,,,,,,
